"TEAM NAMES","Series Number","Filename","Name","Description","Gender","attributes","UUID","SHA"
"TEAM HEADLIGHT","161","funmi-the-fashionist","funmi the fashionist.","Funmi enjoys fashion and she always takes opportunity to showcase her wardrobe","Female","hair: black hair; eyes: none; teeth: none; clothing: aso oke; expression: cool; accessories: head tye and eye glasses; strength: fashion; weakness: men;","4f9d99a4-78a2-4fdd-bc30-b027600fa88e","03ca243ab1ebbd473c781df2be4f93ad9d9235bc4f1357b6cdbe9efedfbc824e"
"","162","bola-the-funky","bola the funky.","Bola is a funky fellow but she has another personality no one knows","Female","hair: purple shuku; eyes: none; teeth: none; clothing: adire top; expression: neutral; accessories: eye glasses; strength: caring; weakness: snake","ac721b71-cbc5-425c-851f-ee826973f0b9","55701d84bde1e7daa51b9f97814ff062fc685b405de077b218552fdb2af335f0"
"","163","bimpe-the-runzgirl","bimpe the runzgirl.","Be careful with bimpe, she can run you strong thing.","Female","hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex","eaa7662f-6926-468a-9add-e791916ae42b","6c2dcc766d50d7ce14b2ba451b868f727dbaffd75eb5e7591254bc6bc306861c"
"","164","sola-the-queen","sola the queen.","Sola is a princess. she's got the mind of a queen.","Female","hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty","d5f23ad3-832a-4d3e-814e-e23f466d18a4","0527e08ce80828c63a4506c72387fa6224d674b3e56424ee80f857e049cc574a"
"","165","temi-afro-girl","temi afro girl.","Temi is know for her funny haircut. this time, afro is up.","Female","hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish","4f9d99a4-78a2-4fdd-bc30-b027600fa88e","5866a9b77d674cf095e4a00b2b5f29563ed0edb3fd58dd96cf672f89d133493f"
"","166","jonny-the-bravo","jonny the bravo.","Jonny is friendly to all. Everybody see him as a kind agile Jonny.","Male","hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash","2b345988-b4b0-453b-ad39-efe1321bc8f1","01f81f75ab17ef1b37823b9954fd9e9e8849fc1ab5aa53f5a58e1bbffd1a602a"
"","167","tunde-the-bigman","tunde the bigman.","Tunde is the big man on the street. flamboyant life style is his identity.","Male","hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey","56db423e-8b09-453e-b5fc-61f4da9d7a6f","f0aa328f5cf882ac26720d36c256e057fd8e674c9a71760296ac644e6ed16e18"
"","168","joe-the-plain","joe the plain.","Plain and simple, no one in town is more gentle that broda joe.","Male","hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking","7a3083bd-5aa2-48b5-a30b-4445cc060f57","a3841d77b8cb808cf4b31ab40d4d7ebd328ae29a3e358aa94c107d9746fc2355"
"","169","wale-sharp-guy","wale sharp guy.","Wale no de carry last. the thinks and act fast.","Male","hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward","44906ea0-901b-4b3d-802f-f73acc8758f6","b39eeb013621de3ee38f7a0e5d4669510484ab8ad69a1977e6062b1cc18f5cc4"
"","170","dele-the-snoozer","dele the snoozer.","If sleeping were to be a job. dele will be the world busiest man. Set a bed in a fury furnace for dele, he'll sleep.","Male","hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep","4f9d99a4-78a2-4fdd-bc30-b027600fa88e","101198f979f7711686b2817d15ee64b514ec678063f5edae137c7c4b54685043"
"","171","father -of -tolu","father of tolu.","Baba tolu is a proud father. he will sell his soul just to see tolu excel in life.","Male","hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women","a2651258-ca3f-4940-b095-3a61ff630263","7aaaaf9e10c76fec9eb488549e93244103abccb9251a08c6a2e053658d9fd13f"
"","172","emeka-the-chief","emeka the chief.","Chief emeka is the pillar of the community. Just and fair to all. The real mazi.","Male","hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger","de25fd63-dafd-4f77-8072-7ac0ae3a3ab2","92f7ba6dee92ae9c93a3b55b0e4c4dcece11ecb087ded252228e7bfd7babdcb7"
"","173","lawal-the-drooler","lawal the drooler.","Lawal has only 2 business, sleep and sleep it's only normal for him to drool anytime.","Male","hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism","806b640f-1c8b-4cc0-aa10-45f3ddc00140","face5809a3fae46171fe8839a6a57afe70492a60ca61f0c8c4160cffaaf9bea1"
"","174","solo-the-messenger","solo the messenger.","Solo is a multitasker. You need anything done in your home, solo is your guy.","Male","hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women","44906ea0-901b-4b3d-802f-f73acc8758f6","4b383627d3d2d8784489485b866a8fab3938538eb2b47d1f11e69c86cc97a4e5"
"","175","femi-the-honorable","femi the honorable.","Honorable femi is the modern day politician. Everything he does is only to further his political career.","Male","hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money","af53bf52-b517-4347-adc6-07cf30c19025","69179cad05b2b1d7e9786f332d70cd2de3651d37a5576b3dc6952872bdc81c8c"
"","176","friday-the-bigsboy","friday the bigsboy.","Friday always live up to his name. Every friday is for the party.","Male","hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility","05ec3aae-7da8-4125-93fb-6fc544e5bc61","8e7840bd5ea5f81454bf1d7010b1dc729fdc62e7d808794a119c6178bb1a2d16"
"","177","kweku-the-planter","kweku the planter.","Kweku says he did it. Kweku dey plant until he was bursted.","Male","hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded","af53bf52-b517-4347-adc6-07cf30c19025","b2ba6989ec82147c3f794102720bcb09f96f2fd6346088ef0cde9f9adf3bed68"
"","178","2pac-the-remix","2pac the remix.","2pac is alive in him. His style is exactly the same. Upcoming artist.","Male","hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear","9993e5ec-2f31-485c-9c6d-f780c078ae56","a9ef2cc327e50b8270a612c751a18beffbe0db602dc19dab774f619f3cf77593"
"","179","tope-the-influencer","tope the influencer.","Tope is a famous influencer. Loved by his followers which keep growing everyday.","Female","hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much","3b3e1f66-922b-4f87-8cdb-0d09fc143182","a60e504cd7c41b4ec71417b1cf8cfa9ae6885b8dc641530efaca317065a41535"
"","180","gabby-the-evangelist","gabby the evangelist.","Evangelist Gabby, blending gospel with comedy. He's going places.","Male","hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading","ac721b71-cbc5-425c-851f-ee826973f0b9","5672d073b02641378ac992b953f66d0d708898f22215e9683ca703b07a6fe1f9"
"TEAM CRANKSHAFT","181","beauty-of-town","beauty of town","She is the most beautiful in the neighbourhood","Female","hair:pitch; eyes: blue  teeth: none  clothing: top accessories: bow-tie  expression: strengths: powerful; weakness: sentimental","7241a1be-59da-11ed-9b6a-0242ac120002","485d081a93374a25b5156c2341cbbf5ac8862aa9c343919c32f2205bcaa49642"
"","182","lola-babe","lola babe","Looking hot as always","Female","hair:brown; eyes: blue  teeth: none  clothing: aso-oke  accessories: none  expression: happy;strengths: calculative; weakness: misleading","7241a664-59da-11ed-9b6a-0242ac120002","80ae0f98b49a9c2ae4aa477ad3097580f369a864e98ac12ec62b53d7864028b1"
"","183","cardy_h-sharp-babe","cardy h sharp babe","Cardy is the sharpest amongst her friends","Female","hair: two brown bun; eyes: blue  teeth: none  clothing: yoruba-clothing(aso-oke)  accessories: none  expression: strengths: free spirit;lack of fear;confidence: weakness;:misleading;influencing people ","7241a7c2-59da-11ed-9b6a-0242ac120002","ab52645d110215de00f53c729a5e28dd0e1178f94f9cb293f25c147d3f45837c"
"","184","bella-the-baller","bella the baller","Baller for Life","Female","hair: brown; eyes: blue  teeth: none  clothing: igbo-clothing accessories: none  expression: determined strengths: adaptation; weakness: fluency","7241ad26-59da-11ed-9b6a-0242ac120002","204ede2b73e0908a139341d413e6694e86984d131aae0575c5bb7a077c6b2d97"
"","185","milly-of-roses","milly of roses","Her lips so red like a rose","Female","hair: beige; eyes: blue  teeth: none  clothing: black-top  accessories: none  expression:strengths: cool headed; weakness: pressure","7241af92-59da-11ed-9b6a-0242ac120002","c4256d7c4693c019bc3da231f11987d77fe3ea38d07c1da609d9d62d6fd03032"
"","186","preciousjada-the-viper","preciousjada the viper","Her words stings likes a viper","Female","hair: ginger afro; eyes: blue  teeth: white teeth  clothing: aso-oke   expression: strong-willed  strengths: confidence; weakness: endurance","7241b12c-59da-11ed-9b6a-0242ac120002","57fbd6f59d4d5f069c24d0a2706ff5489f2ad37206f8a3a8c6915752f7cb1116"
"","187","lolly-of-ny","lolly of ny","Most popular in NY","Female","hair: purple braids; eyes: black  teeth: none  clothing: black and blue top  accessories: none expression: calculative strength: strong willed; weakness: relationship","7241b2ee-59da-11ed-9b6a-0242ac120002","8b043759a1731d9a33ed846d9eafead3ba600f8239b37ae592997af430079a38"
"","188","disy-the-dancer","disy the dancer","Dances her way into any show","Female","hair: black hair tied with scalf; eyes: black  teeth: none  clothing: one-arm top  accessories: none  expression: bad girl vibes  strength: cleaniness; weakness: perfectionist","7241b4c4-59da-11ed-9b6a-0242ac120002","5b9fa9566dcfdad8ef43793fc1218c53389d69bf7c878f48ab7af80a1998e77d"
"","189","jenny-the-great","jenny the great","The greatest of our time","Female","hair: black tied with scalf; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: badass weakness: cancer","7241b852-59da-11ed-9b6a-0242ac120002","792e7f1a9b3d3d12a0473f2e026b94177e1e1910ae5636881456eeb2d1c6a8b7"
"","190","lolly-the-pop","lolly the pop","Seeing lolly makes me pop","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: peaceful weakness: anger","7241ba00-59da-11ed-9b6a-0242ac120002","60504eb691a7d525cd872c387f9d6109984653ba9440bbbbd3fd5547ab99be60"
"","191","disy-the-queen","disy the queen","The queen in her own space","Female","hair: one bun dark brown; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: beauty; weakness: lover girl","7241bda2-59da-11ed-9b6a-0242ac120002","26e661c7a304bc6536a3878424da6aa727f53ee5da89124f0d693b3e73a91cec"
"","192","jennyp-of-lagos","jennyp of lagos","A well known celebrity in Lagos","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: super powerful; weakness: sleeping","7241bf1e-59da-11ed-9b6a-0242ac120002","73de809b97e038972751fe2f1655ad5892ab9b22399951316fd6b003106b898b"
"","193","jada-of-life","jada of life","Her business signature","Female","hair: male; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: calm weakness: sun","7241c202-59da-11ed-9b6a-0242ac120002","132f37be47a9f886d899d2ca1a7ff890c1ea55931b772331a8567cb699c1e548"
"","194","sandy-the-rapper","sandy the rapper","She just loves to rap","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: clean weakness: foodie","7241c342-59da-11ed-9b6a-0242ac120002","ebb15b143852830cc43cc3772f57a9956050d84e9fd0b91fb1571eddb77aa424"
"","195","dahila-the-genius","dahila the genius","The genius in the family","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: activist; weakness: irrational","7241c4fa-59da-11ed-9b6a-0242ac120002","83662a6d71912c5ccaa8d28588965e7028071ee0b33e1edd906818fe6fd5f831"
"","196","rosemary-of-yaba","rosemary of yaba","She has a cloth store in Yaba","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: mind games; weakness: insomia","7241c61c-59da-11ed-9b6a-0242ac120002","909a459de0346ca3495812bcb02cec14cdebbe7c1200f0dfb88e7a10ceecee6c"
"","197","jennifer-of -island","jennifer of island","She goes on vacation to the island","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong ; weakness: lateness","7241ca18-59da-11ed-9b6a-0242ac120002","68cf6de288a2927a9a07ece0809200d713ebf508ca50078d528d8ef4af7f62cc"
"","198","opeyemi-of-lekki","opeyemi of lekki","Opeyemi lives in lekki","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: conversationist; weakness: traditionalist","7241c8e2-59da-11ed-9b6a-0242ac120002","c885598e0ef581d5fb1e71a265f0b280b0b9cfb0669a4c9a9fc3acbac5afcbcb"
"","199","vicky-the-artist","vicky the artist","Brings life into what she draws","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong willed; weakness: crying","7241cb3a-59da-11ed-9b6a-0242ac120002","5db0125640ae461afc2e3459c277849be58e8fdc8fe818e87c47ef391172c1a5"
"","200","afrogirl-sailor","afrogirl sailor","She loves to sail the ocean","Female","hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: height;  weakness: pride","7241cc66-59da-11ed-9b6a-0242ac120002","451fb0e175c2ed7c37574dd158c3d3accf2b07b3d971413f0fc1f8aa2e9db925"
"TEAM GEAR","201","ahmed-the-merchant","ahmed the merchant","A rich merchant that sells in babylon.","Male","hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol;","9996ecb6-4d92-4b51-bc50-d962f68f1ecc","6a7cbe4acc5aae3a6d2857fa2e03fb377c0b65c7f9bc997c241a2aaf75a11d84"
"","202","blind-tonia","blind tonia","A girl that lost one of her eyes in a street fight.","Female","hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none;","4a5f4c6d-d0dd-4b71-b095-86ef11910962","9181af543e8f17f41c115cc2c3018f011eeacb133cdce803cc8d21c66cc93650"
"","203","buffy-the-vampire","buffy the vampire","A vampire diary protagonist that got bitten by a vampire in real life.","Female","hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;","bd329fd7-dd90-4180-a7a7-03e2d41535cb","50a94b915abc1c9483c58f7dda76da378204624a5c4bfa2e7e3fff49511edb8f"
"","204","caro-lipstick","caro lipstick","A girl that puts on lipstick always, even to bed.","Female","hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none;","a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb","3d86a344c1998a66bd4bea35f679c1b689095af78f14a9050e86838886a6e081"
"","205","charity-the-maid","charity the maid","A maid that works for the fun of it.","Female","hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;","22286b60-5f7b-4df3-8cb1-187d02fb83d0","55f7848c2416cfb58dac95a9379e04e437bc59532eb2bce9a0e9c86bc926338a"
"","206","charity-with-fakehair","charity with fakehair","A girl with a bald hair but always wears wig to cover her head.","Female","hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon;","efc0f7f5-d90b-46cc-be0b-6fcaa23a5422","e16c1bd63b0269d2adf2b20d04687d4519900064c01622f050ae0704e920e8dc"
"","207","daniel-the-hustler","daniel the hustler","A boy that lives in the streets of Lagos hustling everyday to make ends meet.","Male","hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol;","355be0ea-e500-41e1-add4-ce868759bb72","3202935a177e78f2593f0e1f4fc374dcec728c5b984fc592524fde47fab2f2ef"
"","208","grandma-nanny","grandma nanny","A grandmother that does nothing but sleeps all day.","Female","hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none;","ec8fe198-5c45-42a6-a909-4cfbcbbf6519","ab77c316c422396276f6e35a6c5a39f04ebed72be730f14879e5736b3f9d0301"
"","209","granpa-willy","granpa willy","A grandfather that drinks beer and reads newspaper all day.","Male","hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking;","facf7001-d028-4e00-bffc-ed1f7c005ecc","066d470f3fcfc973d22f069c8eaa4e0fbea26e66ab64a7a3d385cfafcef5fbeb"
"","210","joshua-gang-leader","joshua gang leader","A boy born to ritualist parents and now runs his own gang.","Male","hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none;","cc3c5c06-df96-4a0d-a09f-3359c21191f6","148b2940a3581f9e01ddc73f242eab726de759bbcb7de01f599e8373218b1f13"
"","211","karashika-queen","karashika queen","A woman of the underworld that influences rich men into giving up their money.","Female","hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys;","6e697e86-def8-4fb4-96c9-0f43ab9beea6","77e565b72affb47682cf56664872c62eaf4bd02946bc5cc9d0dadb1e02b185e5"
"","212","king-of-baldmen","king of baldmek","A man that was born bald and has never seen a hair on his head.","Male","hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none;","5142f00b-10b5-47a5-ab8a-8ae71b255b04","d0ef4145a589ef141d23027907d619dad6fa9f3c73d43565dbd875810ef5db1c"
"","213","musa-masked-mouth","musa masked mouth","Musa uses a tape to cover his mouth to prevent him from talking too much.","Male","hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none;","9a5e7e95-6552-4a92-ab18-2154678943c2","56b2f87419eb8139178698ffc44f4f030e29aa2b0ac7244b87c922190e97cb37"
"","214","queen-of-smokers","queen of smokers","A chronic smoker looking for a spouse that will join her to die of smoking.","Female","hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking;","eb32dfc0-29ee-49db-8833-37a41a6d6d65","e33791f5715bfbd9bb4c8ee10c5ed4909e639fc7ddf0f603f6204a308aa66830"
"","215","redlips-man","redlips man","A man that kissed a woman and got his lips burnt.","Male","hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none;","4d649c12-05a5-44a4-b4ef-eb285b291aff","0734c31906218fca821dad169062a0584dd32e1a7106f08a40c5af6103c0a027"
"","216","sleevless-maid","sleevless maid","A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.","Female","hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none;","1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112","5a6790a2a0435b1d46d2e500d7d9c1cbf89b89cca453eb355adf2d42bc63f006"
"","217","stephen-bluecap","stephen bluecap","Stephen always wears blue cap even to the church.","Male","hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none;","9b9de982-0f87-47ee-ae95-0b69b48d0cdf","9f652d9e6a0baa5b47c7dabf3bc32408a2cbb9260f6f9ce8510bd0ccd4b06c23"
"","218","tinubu-gateman","tinubu gateman","Tinubu has been a gateman all his life.","Male","hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none;","c587932b-0b8c-4f70-8465-425a1f53df64","9d1cba6dec11c66990e51704a80683565f0fc8238a726aaf32bee3f3a014bc2d"
"","219","vampire-girl","vampire girl","She dresses up as a vampire every haloween.","Female","hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none;","3bba4477-d84a-440f-af66-12690ea8b2e4","cdf02f5adcaf803023aa7502c83f2b4c41ed4a3d08d57121319f6c9908514f56"
"","220","yusuf-the-smoker","yusuf the smoker","A chronic smoker with damaged lungs.","Male","hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking;","2af7b970-e212-4627-b818-13c00c8d3a72","d7acdf1ff69b33ca8cb1746d0216349dc80ab01dcc03c6ee2cc438c2b3744305"
"TEAM TAPE","221","lola-hng-newbie","lola hng newbie","A confused hng participant that cannot understand her project","Female","hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused:","0ddbd22c-b3bb-4c72-9f51-0361480bbfa7","e555ff2f08d2430527377818f4b125558aa9bc1b2a454eeb69331dcfd176f891"
"","222","nene-caroline","nene caroline","A housewife that loves taking care of her family","Female","hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice","4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e","8a6821068843fa205915e9f3a87cff02709f4542f1bdc67528b65913076f9c96"
"","223","wazo-partystopper","wazo partystopper","A Nigerian aunty that loves to attend owambe parties","Female","hair:black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none","77237cce-bae0-4d60-adad-27055f0eed39","7d0d7637758c5744c65b333eebf662d14fccbbb9aa6a46141c6058ad02c1163e"
"","224","melanin-janet","melanin janet","A young lady with a soft personality","Female","hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none","a5a2854e-a850-4b15-b3c3-176a79b2d34b","c45c3829df6e7538d9720f91fd7a6cd31c018d5a22023faba9317f9da4b652a7"
"","225","leo-sugarmummy","leo sugarmummy","A middle age wild yankee returnee","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none","7ec03993-f500-4a41-aa3c-a73df7a0fbed","fe25f4b52bb08d61423e9b9157d1e85f0162041659cef578952623447c27f0c0"
"","226","novice-joane","novice joane","A princess worried about finding true love","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated","a5d49163-41b1-43fe-ad7f-0c78ef530b1a","15a1635243c4e3a179ff00571ff957d73bef74448adcab25b44990b1cd31e9de"
"","227","goofy-simbi","goofy simbi","An eccentric teenager that loves music","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour  ","df7dc588-f99c-4592-84f6-08b40047d9d1","94603b0eb06f1cc7e3e984095b2f1d959fc7a60e351ddc5726defd29f43a91bf"
"","228","akwaaba-ghana","akwaaba ghana","A depressed gothic introvert","Female","hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed  strength: none  weakness:weak  ","d1e8b38b-994b-487c-890b-9034d3ab7dcb","7ec6712800645fb78cf932410cb4f273a52cfd8a623ff1c8b7f81558153a934c"
"","229","aunty-toyin","aunty toyin","An oversabi family member","Female","hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none","1326ef4b-224a-497e-9452-e63a4486e387","4736a87ef8ea5d5c7c86082844532510c0fab22dff33dc87ed19aee82599baa8"
"","230","pretty-hauwa","pretty hauwa","A young bride involved in an early marriage","Female","hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical","7c771f82-a512-403c-91b9-6736318a8796","4bc7f1555012940d1b860ae9e3f0817de2f76bc5af89871c4d71d7ed6faf622e"
"","231","chimamanda-enugu","chimamanda enugu","A young lady born during the war","Female","hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none","eaad5c98-3f85-4480-9c4e-b73340cfba4f","79ea46085a1b3d3aa3ed9bba19867b61a224a53de5a6aca335702cc8bac2fc14"
"","232","kente-solape","kente solape","A respectful and diligent princess","Female","hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none","613ce65c-4b16-43f8-a0d9-b5ea8c5f2195","8db2c15fa9c0e231e504bf1fdde771f360147a8af25fa01b7f454469dcf00ee6"
"","233","vamp-karishika","vamp karishika","Queen of the darkness","Female","hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy","c4ee8a54-0874-4a7f-8344-dea8ba41f5dc","5d85f5dd5d8dd4a2570459588d54a9680d9c1a487a7a05a506b4f09314ac7d86"
"","234","genz-monique","genz monique","A sassy lady with her own vibe","Female","hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none","b5328f13-b918-4e76-8d4c-8b4aec5eb5fe","56c78ce802aee673f9dd6c5d03e11e27945a6d87139ce75fbcac0deb13d78757"
"","235","femi-boltz","femi boltz","A driver hustling his way through life","Male","hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;","03e8d36d-5bdc-4da4-8f64-c1738eb9d1db","b93153970a16eb40f1ecd64e53602b26cb0dce0c7b0b77b4adcf67caeb07bbcc"
"","236","agba-tech","agba tech","A tech bro that loves to party but has bad communication skill","Male","hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none","403f28a0-6aa7-4f80-997f-b0982c169baa","61b6f3342f664152b3a9de6d7f88f94c6353756f2d712d13240e3f04c803fc42"
"","237","brian-richkid","brian richkid","A trust fund baby that does not know how to manage money","Male","hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none","9d945d79-dd2d-4755-b9c7-bff837be8557","42483e19c3131be047e650f48ceea6dc996eb40960cd4b99d73c0b872bc9ce8c"
"","238","nandi-zulu","nandi zulu","A fierce African Queen","Female","hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none","09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39","74f7b69fba6131f6fdbe682f1e06b8cdf193f7c0e6b8c3203decdd759fbc1b0a"
"","239","ade-demon","ade demon","A lekki playboy that makes money from crypto","Male","hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none","0be2d50b-3e57-4e39-a199-b211d2be860c","11d9bf7d411ae702072d0b2113fbceaf10c99d53c6201fd26d6187c6b438a717"
"","240","karim-rapper","karim rapper","A young and proud Lagos rapper","Male","hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none","169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3","252c52b9f155a2e54782eacf67b5ff9d476d51f6583ddee85c2f65b9f9eeec1b"
"TEAM AXLE","241","bobo-alinco","bobo alinco","Alinco always in the mood for play","Male","hair:orange; eyes:black; teeth:rabbit front teeth; clothing:white polo and blue pinafore; accessories:none; expression:unamused; strength:good listener; weakness:mostly unserious and plays roughly a lot","17e90692-26ec-4ac5-8613-d87d00278d37","1eb4b5e3649e9e52608b92a67c8f224c2f8c9e3a30eebf91b9f8383bc2b1e247"
"","242","chi-lastborn","chi lastborn","Baby of the house, the lastborn of an average Nigerian family","Female","hair:black; eyes:blue bold eyes; teeth:none; clothing:animal print gown; accessories:none; expression:teary; strength:truthful; weakness:cannot keep a secret","187b9001-81a7-421b-aeea-ba64f930f6c3","4e5c5d3db446ae8b7e581b19b5eedb335c47b3270fcd17263a430f29ac417368"
